"id","created_at","updated_at","deleted_at","created_by","updated_by","inv_no","section_or_side","material","connections","rep_ser_old","rep_pg_no_old","mounted","negative","acquisition","title_or_type","size","notes_on_preservation","provenance","language","lines","palaeographic_description","further_rep","author","content","persons","geographica","extent","institution","origin","conservation_status","items","publ_side","genre","fullsizefront_r1","fullsizeback_r1","translation","status","bibliography","negative_in_copenhagen","date_cataloged","processing_number","quote","further_replication_note","extent_genre","language_code","date1","date2","date","title_statement","material_long","subj_headings"
50,,,,,,"P.Oslo inv. 340","Recto","Pap",,,,"Yes","Yes","Purchased by S.Eitrem in Egypt 1920","Notification of death","15.5 x 8.5 cm.",,"Bacchias, Herakleidou meris, Arsinoite nome, province of Egypt","Greek","22",,,"Thaesis","Notification of death, addressed to the village clerk, by the sister of the deceased","[""Ptolemaios, komogrammateus"", ""Thaesis, daughter of Psenatymis"", ""Psenatymis, son of Aunes"", ""Apollonios, son of Apollonios and guardian of Thaesis"", ""Aunes, son of Psenatymis and brother of Thaesis"", ""Antoninus Pius, emperor""]","Bacchias; Herakleidou meris; Arsinoite nome",,,"Bacchias, Herakleidou meris, Arsinoite nome, province of Egypt",,1,"Recto, the Verso is blank","Documentary","340r.jpg",,"To Ptolemaios, village clerk of the village of Bacchias, from Thaesis, daughter of Psenatymis, son of Aunes, and of the mother Thaesis, from the abovementioned village of Bacchias, with her guardian, the relative Apollonios, son of Apollonios. Aunes, my brother of the same father and mother, registered in the same village of Bacchias, of no profession, died in the month of Mecheir, in the present 14th year of Antoninus Caesar our Lord. I therefore request that he be entered in the registry of those who have died.(2. hand) I, Ptolemaios, village clerk, received this through the scribe Ptolemaios.(1. hand?) Year 14, Mecheir","Published","Derda T, Arsinoites nomos. Warsaw 2006, p. 151, 201",TRUE,,,50,,"1 papyrus ; 15.5 x 8.5 cm.","grc","151",,"January 26 - February 24, 151 A.D.","Notification of death","Papyrus","[""Administration"", ""Census"", ""Death""]"
51,,,,,,"P.Oslo inv. 450","Recto","Pap",,,,"Yes","Yes","Purchased through British Museum, Egypt 1923. Cf. the reports and inventory list written by H.I.Bell","Census return","25 x 11.5 cm.",,"Probably Herakleopolis, Herakleopolite nome, province of Egypt","Greek","Recto - col.I - 10,            col.II - 29","Possibly four different scribes. Col. I: Rapid cursive hand of the 2nd century A.D. Col.II, l.1, hand of the registrar , ll.2-27 rapid cursive hand of the 2nd century A.D. l.28: the subscriber's hand, l. 29 a fourth hand, possibly the hand of the registrar (cf. l.1)",,"Semtheus","Declaration from Semtheus, son of Hephaistas","[""Polydeukes, grammateus"", ""Semtheus, son of Hephaistas and Nemesous"", ""Hephaistas, son of Panasis and father of Semtheus"", ""Nemesous, daughter of Herakleios and mother of Semtheus: Herakleios, father of Nemesous"", ""Flavius Titianus, prefect of Egypt"", ""Caesar Traianus Hadrianus Augustus, emperor""]","Herakleopolis; Herakleopolite nome; Areiou amphodarchia; Arpsentesis",,,"Herakleopolis, Herakleopolite nome, province of Egypt","Parts of two apographai from a composite roll: col. I only the ends of 10 lines - col. II almost complete",1,"Recto, Verso not published","Documentary","450r.jpg",,"(Col. I is too fragmented to be translated) Col II: 392. To Polydeukes, secretary in the metropolis and the harbour, from Semtheus, son of Hephaistas, son of Panasis, and the mother being Nemesous, daughter of Herakleios, who is one of the inhabitants of Herakleopolis, and registered in the formerly called amphodarchy of Areios. I register myself for the 16th year of our Lord Hadrianus Caesar in accordance with the instructions given by Flavius Titianus, the most excellent prefect, for the part I have of a house close to Arpsentesis: I am Semtheus, inhabitant, 39 years old and I swear by the Fortuna of Imperator Caesar Traianus Hadrianus Augustus and the god Herakles in health and truth that I have delivered this declaration and that I have not lied or given an incomplete picture or left out anyone who ought to have been declared by me - otherwise I would have been responsible according to the oath. In the 17th year of the emperor Caesar Traianus Hadrianus Augustus.","Published",,TRUE,,,51,,"1 papyrus ; 25 x 11.5 cm.","grc","132","133","132/133 A.D.","Census return","Papyrus","[""Administration"", ""economy"", ""demography""]"
52,,,,,,"P.Oslo inv. 1525","Recto; Verso","Pap",,,,"Yes","Yes","Purchased by Eitrem in Egypt 1936","Contract","18.7 x 12.9 cm.",,"Oxyrhynchite nome, province of Egypt","Greek","Recto - 26;Verso - 2","Three hands can be discerned in the document: John the private notary (l.1-13 and 23-26), Peirobi-, the deacon (the vendor) (l. 14 init.), and Aurelius Menas, who writes for Peirobi- (l. 14 fin.-23). Both John and Aurelius Menas have experienced, cursive hands.",,"Peirobi-","Contract for delivery of jars for bottling wine","[""Ioannes, private notary"", ""Petronius, deacon and potter"", ""Aurelius Menas""]","Oxyrhynchite nome",,,"Oxyrhynchite nome, province of Egypt","The beginning of the document is lost, and a number of letters have been lost or damaged along a vertical fold. Breakage lines in the papyrus indicate that it was folded twice vertically. Pressure on the folded edge seems to have caused a downward displacement of the middle of lines 9-12. As a result the middle of line 12 is partly hidden beneath line 13.",1,"Recto; Verso","Documentary","1525r.jpg","1525v.jpg","Recto:.. to the lip ... that is two lae ... that is new jars ... and two dichora, which new jars, in perfect condition, I shall necessarily deliver in the month of Mesore in the present 171st/140th year of the present third indiction for the bottling of wine of the vintage of the 4th indiction without delay, you having the right of execution upon me and all my property. This document, of which a double (?) copy is written, is authoritative, and in answer to the formal question I have given my consent. (2nd hand) Petronius. (3rd hand) I, Petronius, deacon of the holy church of Victor, potter, the aforementioned, have received the price of two hundred and fifty new jars and two lae and two dichora, and will deliver (them) on the appointed day, and everything is agreeable to me as it is above. I, Aurelius Menas, elder, have written for him at his request, he being present ... having signed in his own hand. I, John, private notary, have signed as aforesaid. Executed by me, John.Verso:... of the deacon and ... from the hamlet of A- ... 2 lae and two dichora in the third indiction for the vintage of the 4th indiction","Published",,,,,52,,"1 papyrus ; 18.7 x 12.9 cm.","grc","494",,"494 A.D.","Contract","Papyrus","[""Contract"", ""Delivery"", ""Jars"", ""Wine"", ""Deacon""]"
53,,,,,,"P.Oslo inv. 486","Recto","Pap","P.Mich. inv. 158a and 158b are duplicates of P.Oslo III 99, but in much better condition",,,"Yes","Yes","Purchased through British Museum, Egypt 1923. Cf. the reports and inventory list written by H.I.Bell","Census return","13.4 x 5 cm.",,"Unknown place, province of Egypt","Greek","23",,,"Paesis, son of Nebteichis","Declaration of the family and possessions of Paesis, son of Nebteichis","[""Paesis, son of Nebteichis"", ""Pachomis"", ""Furius Victorinus, prefect"", ""Horus"", ""Athenais alias Kinna"", ""Besis"", ""Tereus"", ""Harpechis"", ""Caesar Titus Aelius Hadrianus Antoninus Augustus Pius, emperor""]","Alabanthis",,,"Alabanthis, Hermopolite nome?, province of Egypt","The left side of the papyrus is missing (about a third of each line). The last couple of lines are also missing.",1,"Recto, the Verso is blank","Documentary","486r.jpg",,"From Paesis son of Nebteichis whose mother is Pachomis, from Alabanthis. In accordance with the instructions given by the ex-prefect Furius Victorinus, I declare for the house-by-house census of year 23 of our lord Antoninus Caesar: myself,Paesis, son of Nebteichis, over-age 72 years; Horus my son whose mother is Athenais alias Kinna daughter of Besis, under-age in Year 23, 8 years; Women: Athenais alias Kinna, my wife 57 years; Tereus, my daughter, whose mother is the same; Athenais 40 years.And there are in the possession of my wife Athenais daughter of Besis son of Harpechis shares in landed property in Alabanthis, and in other places other shares inherited from her father in other landed property and appurtenances. And I swear by the Fortuna of Imperator Caesar Titus Aurelius Hadrianus Antoninus Augustus Pius ...","Published","Bagnall R, """"Notes on Egyptian Census declarations I"""", BASP 27 (1990) 9-10",TRUE,,,53,,"1 papyrus ; 13.4 x 5 cm.","grc","160","161","January/February(?) 160/161 A.D.","Census return","Papyrus","[""Administration"", ""Economy"", ""Family"", ""Social relations""]"
54,,,,,,"P.Oslo inv. 470","Recto","Pap",,,,"Yes","Yes","Purchased 1923 through British Museum. Cf. the reports and inventory list written by H.I.Bell","Contract","7 x 12.5 cm.",,"Probably Theadelphia, Themistou meris, Arsinoite nome, province of Egypt","Greek","17",,,"Hermas, son of Hermas","Contract for loan of money secured on crop (in this case garlic)","[""Hermas, son of Hermas"", ""Sarapion, son of Nikandros""]","Theadelphia",,,"Theadelphia, Themistou meris, Arsinoite nome, province of Egypt",,1,"Recto, the Verso is blank","Documentary","470r.jpg",,"Hermas, son of Hermas, to Sarapion, son of Nikandros, greetings. Since you have sold me the garlic grown on the six acres you cultivate around the village of Theadelphia - one and a half acre, or a quantity that would fetch a price of four hundred and fifty silver drachmas plus one artaba of garlic, I shall of necessity let you dispose the abovementioned one and a half acre until the 21st Tybe, after the digging. I have received 120 of the abovementioned silver drachmas ...","Published",,TRUE,,,54,,"1 papyrus ; 7 x 12.5 cm.","grc","100","199","IInd century A.D.","Contract","Papyrus","[""Debt"", ""Loan"", ""Security"", ""Money"", ""Agriculture"", ""Crops"", ""Garlic""]"
55,,,,,,"P.Oslo inv. 1595","Recto","Pap",,,,"Yes","No","Acquired by Eitrem, through Maurice Nahman, in Egypt March 1936","Sale of a calf","6.2 x 6.4 cm.",,"Oxyrhynchos, Oxyrhynchite nome, province of Egypt","Greek","14","The document is written in rather neat looking third-century hand-writing, with somewhat sloping letters, related to P.Ryl.114 2nd hand (A.D. 280).",,,"The text describes the sale of a calf, and mentions the price obtained","[""Dionysius"", ""Horus, son of Poron"", ""Poron, father of Horus""]","Oxyrhynchus",,,"Oxyrhynchos, Oxyrhynchite nome, province of Egypt","The top of the document is lost, but the contract seems to be written in the usual cheirographon form, so that we may suppose that the names and description of the vendors were mentioned in the first lines. The latter part of the document is also lacking",1,"Recto, the Verso is blank","Documentary","1595r.jpg",,"... of Dionysius, to Horus, son of Poron, of the illustrious and most illustrious city of Oxyrhynchos. We have sold to you a nearly full-grown, blood-coloured calf, at a price, of the same calf, of one talent and three thousand drachmae of Imperial silver coinage, (which) we have received here from the same Horus from hand to hand in full ...","Published",,,,,55,,"1 papyrus ; 6.2 x 6.4 cm.","grc","270","299","After 270/271 A.D.","Sale of a calf","Papyrus","[""Sale"", ""Calves"", ""Cattle"", ""Payment""]"
56,,,,,,"P.Oslo inv. 1110","Recto","Pap",,,,"Yes","Yes","Purchased from M.Nahman, Cairo, Feb. 18, 1929","Application for lease of land","9.7 x 9.6 cm.",,"Kerkeesis, Polemonos meris, Arsinoite nome, province of Egypt","Greek","17",,,"Athenaion","Application concerning a renewal for five years of a (sub?) lease of one or more parcels of (public?) land.","[""Athenaion"", ""[...] son of Heraklides"", ""Caesar Domitianus Augustus Germanicus, emperor""]","Kerkeesis",,,"Kerkeesis, Polemonos meris, Arsinoite nome, province of Egypt","The upper part  and a margin of 13-18 letters at the left side are missing",1,"Recto, the Verso is blank","Documentary","1110r.jpg",,"[To ... son of Heraklides, from Athenaion ... I wish to lease from you for five years ... arouras ...] to be sown with wheat at the previously paid rent of ... artabae of wheat (inclusive of 3 artabae of seed corn), measured by the ... choenix of ... and for the term of five years a yearly (extra gift of) ... of leaven ... and altogether without any charge or risk. And I will perform all the proper agricultural operations on the arourae annually at my own expense, doing no damage, and I will deliver the rent in produce each year in the month Payni at the threshingfloor, the measuring to be done in common, and I will pay the rent in money in the month ..., the yearly (taxes for?) transportation of the state grain to the village of Kerkesis to be born by me Athenaion. And after the period I will surrender the arourae free and just as I received them. And you will guarantee the lease for me on the terms aforesaid against all the State charges, if you consent to the lease.I ... son of Heraklides, have let the aforesaid arourae as aforesaid. The 15th year of the Imperator Caesar Domitianus Augustus Germanicus.","Published",,TRUE,,,56,,"1 papyrus ; 9.7 x 9.6 cm.","grc","96",,"96 A.D.","Application for lease of land","Papyrus","[""Agriculture"", ""Crops"", ""Application"", ""Lease"", ""Land Ownership"", ""Payment""]"
57,,,,,,"P.Oslo inv. 1022","Recto","Pap",,,,"Yes","Yes","Purchased from M.Nahman, Cairo, Feb. 18, 1929","Sitologus receipt","15 x 13.3 cm.",,"Tebtynis, Polemonos meris, Arsinoite nome, province of Egypt","Greek","16",,,"Eutychos","Receipt of wheat paid for taxes on private land, including epibole.","[""Eutychus, sitologos of Theogonis"", ""Sa[......], sitologos of Theogonis"", ""Didymos, son of Didymos"", ""Lysimachos, son of Didymos"", ""Kronion, son of Heraklides"", ""Heraklides, father of Kronion"", ""Caesar Domitianus Augustus Germanicus, emperor""]","Theogonis; Polemonos meris; Tebtynis; Kerkesephis; Kerkesis (Kerkeesis)",,,"Theogonis, Polemonos meris, Arsinoite nome, province of Egypt",,1,"Recto, the Verso is blank","Documentary","1022r.jpg",,"The fifth year of Imperator Caesar Domitianus Augustus Germanicus, the twenty-first of the month Caesareus, Imperial Day. We, Sa ...... and Eutychus, sitologi of Theogonis and other villages in the division of Polemon, have had measured to us from the products of the same year: by Didymus son of Didymus, through his son, residents of Tebtunis, liable to tax of one-artaba, seven and one third and one twenty-fourth artabae of wheat, 7  1/3  1/12 art., by public measure; and by Didymus son of Didymus, residents of Tebtunis, three and a half and one eighth artabae of wheat, 3 11/28 art., for epibole one sixth of an artaba of wheat, 1/6 art., and by Lysimachus son of Didymus, through Didymus his brother, liable to tax of one-artaba, residents of Kerkesephis, four and a half and one eighth artabae of wheat, 4 11/28 art.; and by Cronion son of Heraclides, through his daughter, also liable to the one-artaba tax, also residents of Kerkesephis, two and a half and one third and one twelfth artabae of wheat, 2 1/2 1/3 1/12 art.; by the same Heraclides for vineyards near Kerkesis, three and one eighth artabae of wheat, 3 1/8 art., total for the receipt 21 5/6 artabae, and the additional measurements for Kerkesephis, transport dues for Kerkesis and Kerkesephis. Signature of Eutychus.","Published",,TRUE,,,57,,"1 papyrus ; 15 x 13.3 cm.","grc","86",,"August 14, 86 A.D.","Sitologus receipt","Papyrus","[""Taxation (Land)"", ""Tax collection"", ""Transport"", ""Receipt"", ""Wheat""]"
58,,,,,,"P.Oslo inv. 248","Recto","Pap","P.Heid. 396, SB III 6944A and SB III 6944B are copies of the same text",,,"Yes","Yes","Purchased by S.Eitrem in Egypt 1920","Imperial edict","16 x 6.7 cm.",,"Unknown place, province of Egypt","Greek","26",,,"Hadrianus, emperor","Edict issued by the emperor Hadrianus, granting facilities in the payment of rents, because of insufficient inundation of the Nile in the present and previous year.","[""Traianus Hadrianus Augustus, emperor""]","Neilos; Thebaïs; Hepta nomoi; Kato chora (Delta)",,,"Unknown place (Arsinoiton polis, Arsinoite nome?), province of Egypt","Only the beginnings of the lines have been preserved in the fragment.",1,"Recto, the Verso is blank","Documentary","248r.jpg",,"Proclamation of the Emperor Caesar, son of the deified Traianus Parthicus, grandson of the deified Nerva, Traianus Hadrianus Augustus pontifex maximus, holder of the Tribunician Power for the 20th time, imperator for the second time, consul thrice, father of his country:Having been informed that even now, just as last year, the Nile has risen rather decifiently ... <>, - even considering the fact that during the preceding years successively its rise was not only plentiful, but rather almost higher than any time before, and that, flooding all over the country, it caused the produce of abundant and beautiful crops, still I have deemed it necessary to bestow a favour on the cultivators, although I hope - this be said with God! - that in years to come any possible deficiencies will be supplied by the Nile itself and the earth, according to the revolving (?) nature of things, changing from prosperous flow and abundancy to scarcity, and from scarcity to plenty.For good luck! Know that the money tax due for this year shall be distributed, for the inhabitants of the Thebaïd who probably are most heavily impaired by the scarcity, on five annual payments, for those from the Heptanomia on four, for those from the Delta on three, the mode of paying per semester being allowed those wishing to do so, under the condition that the limits of the time granted remain for those from the Thebaïd five years, for those from the Heptanomia four years, for those from the Delta three years.","Published","Smallwood EM, Documents illustrating the principates of Nerva, Traian and Hadrian. Cambr.1966. No. 462.Williams W, """"Individuality in the imperial constitutions: Hadrian and the Antonines"""", JRS 66 (1976) 73-74.Bonneau D, Le fisc et le Nil, Paris 1971, p. 180 and notes 910-913.Metzger H, Nachrichten aus dem Wüstensand, Zürich 1974, no. 16 (German translation)Oliver JH, Greek constitutions, 1989, p. 220-226 (Photo p. 221) .",TRUE,,,58,,"1 papyrus ; 16 x 6.7 cm.","grc","136",,"(Before May 31), 136 A.D.","Imperial edict","Papyrus","[""Agriculture"", ""Rent"", ""Taxes"", ""Farmer"", ""Inundation"", ""Crops""]"
59,,,,,,"P.Oslo inv. 317","Recto","Pap",,,,"Yes","Yes","Purchased by S.Eitrem in Egypt 1920","Sitologus receipt","14.6 x 7.6 cm.",,"Theadelphia, Themistou meris, Arsinoite nome, province of Egypt","Greek","13",,,"Sarapion","Receipt of wheat paid for taxes on private land","[""Caesar Nerva Traianus Augustus Germanicus Dacicus Parthicus, emperor"", ""Sarapion"", ""Thaisarion, daughter of Maro"", ""Maro"", ""Aphrodisia, daughter of Theogiton"", ""Theogiton""]","Euhemeria; Theadelphia",,,"Theadelphia, Themistou meris, Arsinoite nome, province of Egypt",,1,"Recto, the Verso is blank","Documentary","317r.jpg",,"The nineteenth year of the Emperor Caesar Nerva Traianus Optimus Augustus Germanicus Dacicus Parthicus, the 13th of the month Caesareus. We, Sarapion and partners, sitologi of Theadelphia and other villages, have had measured to us of the produce of the same nineteenth year: from Thaisarion, daughter of Maron, residents of Euhemereia, seven and 1/3 and 1/20 and 1/70 artabae of wheat, of levelled public wheat measure; from the land formerly planted with vine, 1/2 and 1/3 and 1/12 artabae, in sum eight and 1/4 and 1/20 and 1/70 artabae of wheat; and from Aphrodeisia, daughter of Theogiton, residents of Theadelpheia, four and 1/4 artabae; from residents of Euhemereia three and 1/6 artabae of wheat, in sum seven and 1/3 and 1/10 and 1/70 artabae of wheat - total receipt of fifteen and 1/2 and 1/6 and 1/20 and 1/70 artabae of wheat plus the additional payments.","Published","Reiter F, Die Nomarchen des Arsinoites. 2004, 153, note 48Derda T, Arsinoites nomos. Warsaw 2006, p. 139, 140",TRUE,,,59,,"1 papyrus ; 14.6 x 7.6 cm.","grc","116",,"August 6, 116 A.D.","Sitologus receipt","Papyrus","[""Taxation (Land)"", ""Tax collection"", ""Receipt"", ""Wheat""]"
60,,,,,,"P.Oslo inv. 1648","Recto","Pap",,,,"Yes","Yes","Purchased by Eitrem from Nahman in Cairo, Egypt 1936","Declaration on oath","8.8 x 9 cm","Only the upper part of the papyrus has been preserved.","Unknown place, province of Egypt","Greek","7",,,"Aurelius","Declaration of guarantee given to the police, possibly concerning some person's appearance within a certain time or his staying at a certain place.","[""Aurelius"", ""Flavius Cyrus, consul"", ""Theodosius, emperor"", ""Valentinianus, emperor""]","Antinoopolis",,,"Antinoopolis, Antinoopolite nome, province of Egypt",,1,"Recto, the Verso is blank","Documentary","1648r.jpg",,"After the consulship of Flavius Cyrus, the most illustrious, Phamenoth ..., to ..., night-strategus in office of Antinoopolis (the most illustrious), from Aurelius. I acknowledge, swearing by the almighty God and the divine and heavenly Fortune of our all victorious sovereigns Theodosius and Valerianus, the eternal Augusti, ...","Published",,TRUE,,,60,,"1 papyrus ; 8.8 x 9 cm","grc","442",,"February 25-March 26,  442 A.D.","Declaration on oath","Papyrus","[""Declaration"", ""Oath"", ""Police""]"
61,,,,,,"P.Oslo inv. 1509","Recto","Pap",,,,"Yes","Yes","Purchased by S. Eitrem in Cairo from Maurice Nahman in March 1936","Receipt for payments of syntaximon and merismoi","21 x 24 cm.",,"Soknopaiou Nesos, Arsinoite nome, province of Egypt","Greek","16+14","The text is written on a medium brown papyrus in two sections along the same column. In the first section five different hands can be discerned, the second is written in one hand throughout in a more cramped and tight cursive style. The text is written along the fibres.",,"Hereus, son of Harpagathes and Tanouphis","The receipt records payments for syntaximon and various other taxes (merismoi) by Hereus, son of Harpagathes and Tanouphis, from Soknopaiou Nesos in the Arsinoite nome, in the 13th,14th, and 15th year of the reign of Antoninus Pius.","[""Hereus, son of Harpagathes and Tanouphis"", ""Harpagathes, father of Hereus"", ""Tanouphis, mother of Hereus"", ""Apynchis, tax collector at Soknopaiou Nesos"", ""Charmion, tax collector at Soknopaiou Nesos"", ""Caesar Titus Aelius Hadrianus Antoninus Augustus Pius, emperor""]","Soknopaiou Nesos",,,"Soknopaiou Nesos, Arsinoite nome, province of Egypt","The document is nearly complete; the lower left corner is missing, and a big rift, 2 cm. (at the widest) by 6 cm. runs along the left part of the lower column, to the left of a kollesis (overlap). In the lower column there are also three rifts in the upper middle part, and a vertical rift measuring 1-2 cm.(at the widest) by 2.4 cm. runs through five lines in the right upper part. The margins are: to the left, 4 cm., to the right, 1.5 cm., the upper one is 2 cm., and the lower 5.5 cm. The two sections are separated by a space of 1 cm.",1,"Recto, the Verso is blank","Documentary","1509r.jpg",,"Section 1:In the thirteenth year of the Emperor Caesar Titus Aelius Hadrianus Antoninus Augustus Pius: on the 27th of Phaophi, Hereus, son of Harpagathes, son of Hereus, his mother being Tanouphis, has paid through Charmion and his fellow tax collectors at Soknopaiou Nesos for the syntaximon of the same year eight drachmae, total 8. And on the 24th of Hathyr likewise (has paid) another four drachmae, total 4. On the 27th of the month Hadrianus likewise (has paid) four drachmae, (total) 4. On the 28th of Tybi likewise 8 drachmae, (total) 8. On the 25th of Mecheir likewise another eight drachmae, total 8 drachmae. On the twenty sixth of Phamenoth likewise another four drachmae, total 4 drachmae. On the twenty first of Pachon likewise for the support of the guards two drachmae and three and a half obols, total 2 dr. 3 1/2 obols. For the river guard one obol. On the twenty second of Payni likewise another eight drachmae, half of an obol and two chalkoi, total 8 dr., 1/2 obol, 2 chalkoi. For support of the watchtower guards 4 1/2 obols. For the support of the prison guards 1 obol. For the billeting of soldiers 1 obol. For the animal tax 1/2 obol and 2 chalkoi.On the 28th of Epeiph likewise for the support of the poor eight drachmae, total 8 dr. On the 21st of Mesore likewise for the tax for the support of the poor another four drachmae, total 4 dr. On the 30th of Mesore likewise another three drachmae and three obols, total 3 dr. and 3 obols. For the support of the guards another one drachma and five obols, total 1 dr. and 5 obols.Section 2:In the fourteenth year: on the 13th of Phaophi, the same (person) has paid through Apynchis and his fellow tax collectors from Soknopaiou Nesos for the syntaximon for the same year twelve drachmae, total 12 dr. On the 7th of Hathyr likewise another four drachmae, total 4 dr. On the 3rd of Hadrianus likewise another four drachmae, total 4 dr. Likewise another four drachmae, total 4 dr. On the 3rd of Tybi likwise another 4 drachmae, total 4 dr. On the 25th of Mecheir likewise another four drachmae, total 4 dr.On the 26th of Phamenoth four drachmae, total 4 dr. On the 24th of Pharmouti likewise another four drachmae, total 4 dr. On the 20th of Pachon likewise 1/2 obol and two chalkoi. For the support of the guards  two drachmae and four obols, total 2 dr., 4 obols. For the watchtower guard three obols. On the 26th of Payni likewise another (four drachmae), total 4 dr. For the support of the guards ( ). For the support of the watchtower guard one obol. For the river guard 2 1/2 obols and 2 chalkoi. For the prison guard one obol. For the billeting of soldiers one obol. For the animal tax one obol. For the support of the poor four drachmae, total 4 dr. For the fifteenth year: On the 17th of the month Thoth for the tax for the poor one obol. For (the tax for the) poor fifteen drachmae and three obols, total 15 dr. and 3 obols. For the guards one obol. For the poor two drachmae and four obols, total 2 dr. and 4 ob.","Published",,,,,61,,"1 papyrus ; 21 x 24 cm.","grc","151",,"After September 15, 151 A.D.","Receipt for payments of syntaximon and merismoi","Papyrus","[""Receipt"", ""Taxes""]"
62,,,,,,"P.Oslo inv. 1647","Recto","Pap",,,,"Yes","Yes","Purchased by Eitrem in Egypt, March 1936","Sale of part of a house","22.3 x 15.9 cm.",,"Oxyrhynchos, Oxyrhynchite nome, province of Egypt","Greek","17","The hand-writing is very much like the """"bella scrittura documentaria"""" of P.S.I. 1265",,"Serena (?)","Contract concerning sale of part of a house.","[""Aurelius, son of Johannes"", ""Johannes, son of Dorus"", ""Dorus"", ""Dionysius"", ""Baudus"", ""Serena"", ""Sarapammon""]","Oxyrhynchus",,,"Oxyrhynchos, Oxyrhynchite nome, province of Egypt","The document is damaged in several places, and both bottom and probably more than half of its breadth are lost, so that the details of the agreement must remain unknown. Parts of the left and the right sides are lacking and the beginning is lost.",1,"Recto; the Verso is blank","Documentary","1647r.jpg",,"(Date, place (Oxyrhynchos), name of seller etc.) to Aurelius, son of Johannes son of Dorus and ... reader of the catholic church (greetings. I acknowledge to have sold to you ... from the present time) henceforth for ever the (half) share of a house and courtyard and cellar and ... belonging to me - which came into my possession (by ... from ... and ...) monk, both sons of Dionysius, their mother being De(... ...) of illustrious Baudus, the 25th of the month Phamenoth, and ..., in accordance with the security and the resulting share and ... which fell to each, (whereas ... had a deed drawn up?) - in the same city of Oxyrhynchus ... and of the aforesaid Serena ... the east corner in the cellar also a half share ... in accordance with the ... of Sarapammon ... at the price agreed upon ... so that henceforward you and your descendants shall possess and own (the half share of the house sold to you ...) and I will guarantee (this sale) perpetually against all charges with every guarantee and I will make it free from ... as in answer to the formal question I have declared my consent.Signatures.","Published",,TRUE,,,62,,"1 papyrus ; 22.3 x 15.9 cm.","grc","377",,"After March 21, 377 A. D.","Sale of part of a house","Papyrus","[""Contract"", ""Sale"", ""House""]"
63,,,,,,"P.Oslo inv. 1112","Recto","Pap",,,,"Yes","Yes","Purchased by L. Amundsen from M. Nahman, Cairo, Feb. 18, 1929","Oath by sitologoi","6.4 x 4.5 cm.",,"Arsinoite nome, province of Egypt","Greek","6","The document is written in a hasty, but still neat-looking hand-writing.",,,"Contains the upper right corner of a declaration sworn by a group of sitologoi, who were liturgic officials. The oath at the beginning of the declaration is probably a promissary oath.","[""Heron, son of Heron"", ""Marcus Aurelius Severus Antoninus Augustus, emperor""]","Themistes meris, Arsinoite nome;  Polemon meris, Arsinoite nome",,,"Arsinoite nome, province of Egypt",,1,"Recto, the Verso is blank","Documentary","1112r.jpg",,"To ... strategus of the divisions of Themistes and Polemon in the Arsinoite nome. We ... Heron, son of Heron, and ... (having been presented for) the office of keepers of the public granary, along with others, of the present ... year ..., swear by the fortune of Marcus Aurelius Commodus Antoninus Augustus ... about the tax(es) ...","Published",,TRUE,,,63,,"1 papyrus ; 6.4 x 4.5 cm.","grc","180","193","180 - 193? A. D.","Oath by sitologoi","Papyrus","[""Declaration"", ""Oath"", ""Officials"", ""Sitologoi""]"
64,,,,,,"P.Oslo inv. 1334v","Verso","Pap",,,,"Yes","Yes","Purchased by L. Amundsen from M. Nahman, Cairo, Feb.18, 1929","Notification of an auction","16.8 x 9.8 cm.",,"Unknown place, probably Arsinoite nome, republic of Egypt","Greek","6","On the recto is a rather illegible fragment of a money-account. Some illegible traces at the bottom of the verso seem to belong to this account.",,,"Information from one official to another concerning the result of an auction.","[""Aurelius Commodus Antoninus Caesar"", ""Sarapion, son of Ammonius"", ""Ammonius, father of Sarapion""]",,,,"Unknown place, probably Arsinoite nome, republic of Egypt",,1,"Verso, the Recto is unpublished","Documentary","1334v.jpg",,"... the twenty ... year of Aurelius Commodus Antoninus Caesar the lord, Pachon the twentieth, at the auction, since nobody gave more, I have passed to Sarapion, son of Ammonius, for 220 drachmas and the extra (additional) payments ....","Published",,TRUE,,,64,,"1 papyrus ; 16.8 x 9.8 cm.","grc","180","189","May 15, 180 - 189 A.D.","Notification of an auction","Papyrus","[""Auction"", ""Officials""]"
